sentimen,tweet,clean_tweet
1,udh deh mba ngerti makasih banyak mbaaaya daoakan kita semua lulus aamiin,udh deh mba ngerti makasih mbaaaya daoakan lulus aamiin
0,6 dokumen yang korang wajib simpan semasa travel ke luar negaraeeloknya simpan satu hard copy dan satu soft copy d ,dokumen korang wajib simpan travel negaraeeloknya simpan hard copy soft copy d
0,ini knp bbrp kurir gosend sameday klu ambil paket sll tanya detail alamat padahal kita pesen dah ngasi catatan detail alamat,knp bbrp kurir gosend sameday klu ambil paket sll detail alamat sen dah ngasi catat detail alamat
0,finally its october my birthdayiapa lahir dalam bulan oktober kita geng ,finally its october my birthdayiapa lahir oktober geng
-1,jika humorku terlalu keras dan sulit kau cerna kamu terlalu aleman jadi temenku wkwkw lueh,humor keras sulit kau cerna alem temenku wkwkw lueh
0,kalau bukan kita masak orang asing haribatiknasional,masak orang asing haribatiknasional
-1,aku kangen kamu kangen banget ,kangen kangen banget
1,batik kamu cantik haribatiknasional ,batik cantik haribatiknasional
-1,buat dai yguka umbar kebencian kita lari dari tv yg isinya kotoran pergi ke majelis yg kita dapet kotoran dibawah ke maje ,dai yguka umbar benci lari tv yg isi kotor pergi majelis yg dapet kotor bawah maje
1,untuk memperoleh pengetahuan orang harus belajar tapi untuk memperoleh kebijaksanaan kita harus mengamati,oleh tahu orang ajar oleh bijaksana amat
0,17's kita kedua dong guys ,s guys
0,ayang besok beli miniset yuk susu kamu udah offside tuh luvyu muah ,ayang besok beli miniset yuk susu udah offside tuh luvyu muah
1,matius 7 7 mintalah maka akan diberikan kepadamu carilah maka kamu akan mendapat ketoklah maka pintu akan dibukakan ,matius minta kepada cari ketok pintu buka
-1,kamu yang bejat langsung jawab ya allah ,bejat langsung ya allah
1,pinter deh kamu kasi jempol ,pinter deh kasi jempol
0,prioritas pemerintah tangani gempa dan tsunami saudara2 kita diulteng pasokan listrik bbm dan logistik jadi priorita ,prioritas perintah tangan gempa tsunami saudara diulteng pasok listrik bbm logistik priorita
0,mahal kita pero di mo lang ramdam ,mahal pero mo lang ramdam
-1,jangan bagi tulang,tulang
-1,kamu harus tahu tanda tanda kalau temanmu ternyata itu fake friend yang wajib kamu jauhi ini tanda tandanya 1 pertemanan ,tanda tanda teman fake friend wajib jauh tanda tanda teman
0,ayo kita tumpengan bangsug,ayo tumpeng bangsug
-1,daoming feng menegurhancai karena datang ke rumahnya sebagai pelayan dirinya tak elegan sama sekali gimana kalau kamu ada di ,daoming feng menegurhancai rumah layan elegan gimana
1,penyetancokelamat makan siang kak yuk ceriakan hari kamu dengan makan bareng orang orang kesa ,penyetancokelamat makan siang kak yuk ceria makan bareng orang orang kesa
0,karena udh tinggal brg lama kali ya kadang iyaa ngliat mereka sekilas mirip ,udh tinggal brg kali ya kadang iyaa ngliat kilas
-1,aq berdo'a semoga kamu ga lihat pelangi emg kenapa say biar kamu ga nemuin jalan pulang ke kayangan ,aq berdo a moga ga lihat pelangi emg say biar ga nemuin jalan pulang kayangan
-1,semua itu pilihan hidup dan kadang pilihan tidak berpihak kepada kita kalau tidak bisa jadi antidot jangan ikut ikutan j ,pilih hidup kadang pilih pihak antidot ikut j
0,sudah naluri manusia dalam upaya bertahan hidup disituasi darurat tanpa butuh perintah dan i ,naluri manusia upaya tahan hidup situasi darurat butuh perintah i
0,presiden mengemukakan dua hari lalu dirinya telepon dari raja arabaudialman bin abdulaziz alaud terkait benc ,presiden muka telepon raja arabaudialman bin abdulaziz alaud kait benc
-1,indonesia rawan bencana ,indonesia rawan bencana
0,ab hayu mutualan kita hype kambeknya exo bareng bareng rt aja yaa,ab hayu mutualan hype kambeknya exo bareng bareng rt aja yaa
0,tayang mulai besok di cgv tiket venom sudah bisa kamu beli dari sekarang melalui atau datang langsung ,tayang besok cgv tiket venom beli langsung
0,akunnya ilang kak mari kita tag di akun sebelahnya saja ,akun ilang kak mari tag akun belah
0,ohh gituu jadi kamu pengen aku die,ohh gituu ken die
1,kalo naksir kan seneng ntar kamu,kalo naksir neng ntar
-1,di saat kita sedang bergelak tawa ketika ini budak form 3 sedang berduka sambil skip soalan math yg susah,gelak tawa budak form duka skip soal math yg susah
0,selamat hari batik nasional favers mari kita berbangga hati menggunakan batik khas dari berbagai daerah di indone ,selamat batik nasional favers mari bangga hati batik khas daerah indone
-1,dan tidak ada negara yang berulang2 menyatakan akan diproduksi massal sementara kita ga data seberapa besa ,negara ulang produksi massal ga data besa
1,hehehehehhe nanti kita plan pergi tambun kasi perfect oyeahh,hehehehehhe plan pergi tambun kasi perfect oyeahh
1,kebahagiaan sejati bukan bergantung pada keadaan yg terjadi pada diri kita saat ini tapi berada di dalam hati ,bahagia sejati gantung yg hati
-1,pendukung bosan bingung presiden jokowi begitu cepat krja nya kemaren minggu pagi diolo jogja langsung palu b ,dukung bosan bingung presiden jokowi cepat krja nya kemaren minggu pagi diolo jogja langsung palu b
-1,enggak kamu ga sespesial itu dia melakukan itu ke banyak orang yang selain kamu juga kok ,ga spesial orang
0,maneh kudu ngabela harga diri kumaha carana kudu juaraekalipun dunia membencimu kita persi85alawasna ,maneh kudu ngabela harga maha carana kudu juaraekalipun dunia benci pers alawasna
0,selamat hari batik nasional kawanpajak haribatiknasional ayo lestarikan batik sebagai warisan budaya asli indones ,selamat batik nasional kawanpajak haribatiknasional ayo lestari batik waris budaya asli indones
-1,cewek dan cowok lagi berantem kamu ga pernah ada waktu buat aku aku sibuk kerja aku juga kerja yaudah kit ,cewek cowok antem ga sibuk kerja kerja yaudah kit
-1,kamu ga romantis soon ,ga romantis soon
-1,kamu goblog ,goblog
1,ketika dia yg pergi memberimu 100 alasan tuk menangis tunjukkan padanya bahwa kamu punya 1000 alasan tuk tersenyum ,yg pergi beri alas tuk menang tunjuk alas tuk senyum
-1,ngamar kan manjaan ngusel2 hihh kamu yang mesum nihh,ngamar manja ngusel hihh mesum nihh
0,menurut einstein energi adalah massa di kali kuadrat kecepatan cahaya menurut aku energi itu adalah kamu teens kikies,einstein energi massa kali kuadrat cepat cahaya energi teens kikies
0,itu rl kita berdua,rl dua
-1,dalam keadaan prihatin sperti ini bukannya bsa saling bahu membahu ehhh kok malah masih sempat2nya mem bul ,prihatin sperti bsa bahu bahu ehhh nya mem bul
0,habis nntn berita lagi wawancara korban selamat gempa dibilang beli supermie sekardus yg biasanya 27rb jadi 300rb ,habis nntn berita wawancara korban selamat gempa bilang beli supermie kardus yg rb rb
1,wkwkwk ko sinyo gampang melar aku juga apakah kita ini ,wkwkwk ko sinyo gampang melar
0,cek tanggal dan tempat pelaksanaannya kangan sampai ketinggalan d ,cek tanggal laksana kang tinggal d
-1,dari segala ketakut takutanku salah satu ketakutan terbesarku ialah ketika kamu tak lagi takut kehilanganku ,takut takut salah takut besar takut hilang
0,apa yang biasanya kamu pikirkan saat sendirian sudah malam tapi belum bisa tidur ,pikir malam tidur
0,membayangkan diposisi mereka,bayang posisi
0,unesco memasukkan batik dalam daftar representatif budaya tak benda warisan manusia pengakuan terhadap batik merup ,unesco masuk batik daftar representatif budaya benda waris manusia aku batik merup
-1,kamu kemanaaaaaa akuama kangen tauuu ,kemanaaaaaa akuama kangen tauuu
0,setiap tanggal 2 oktober kita memperingati 2 peringatan hari batik dan hari lahir fahmi ibnu abbad annajam baroka ,tanggal oktober ingat ingat batik lahir fahmi ibnu abbad annajam baroka
-1,mmg dalam hidup ni semua benda kita tak boleh expect too much nnt kita sakit too much jugak since aku dah hadap ,mmg hidup ni benda expect too much nnt sakit too much jugak since dah hadap
-1,sedih2 kita pegi amek gambaome structure shot at kyunghee univ ,sedih pegi amek gambaome structure shot at kyunghee univ
0,ulama kat sana mesti superior nak mampus sampai ada direct line siap boleh sepakat and come to conclusion sebab maksiat lah ,ulama kat mesti superior nak mampus direct line sepakat and come to conclusion maksiat
0,kannn kita dgn mcm berapi2 je hahaha mmg mntk kne maki,kannn dgn mcm rap je hahaha mmg mntk kne maki
0,popularitas dan harta benda adalah titipan saat kita meninggal smua itu takkan dibawa hanya amal saat hidup yg me ,popularitas harta benda titip tinggal smua tak bawa amal hidup yg me
-1,soal pemukulan ratna sarumpaet setelah membandingkan fotonya dugaan saya itu hoax kita tunggu saja hasil pemeriksaan pol ,pukul ratna sarumpaet banding foto duga hoax tunggu hasil periksa pol
-1,air mata kami sudah habis yang tersisa hanya rasa semangat mewek gue denger salah satu korban palu ngomong itu ,air mata habis sisa semangat mewek gue denger salah korban palu ngomong
-1,vytl hai mantan ku katanya ga mau kapelan mau nsa taunya udah dapat yang baru aja semoga ya kamu ga ngel ,vytl hai mantan ku ga kapel nsa tau udah aja moga ya ga ngel
1,bantuan sudah berdatangan untuk saudara kita di palu dan donggola gerakcepatuntukpalu ,bantu saudara palu donggola gerakcepatuntukpalu
1,ok vi yang penting kamu dan keluarga serta warga lainnya selamat dan semoga dgn bantuan pemerintah d ,ok vi keluarga warga selamat moga dgn bantu perintah d
-1,kalo orang minta tolong secra sopan kita akan membantunya dengan senang hati tapi kalo minta tolong dengan cara matah sege ,kalo orang tolong secra sopan bantu senang hati kalo tolong matah sege
0,kok kita samaan ,sama
-1,hidup itu ibarat telepon dari sang kekasih ketika terputus tiba tiba kita sadar berapa banyak waktu yang telah disia siakan,hidup telepon sang kasih putus sadar sia sia
0,banyak yg bilang meki tante tembem dan legit sini kontol kamu tante jepit sampai crott gini ,yg bilang mek tante tembem legit kontol tante jepit crott gin
-1,gak sekalian bencana itu salah nomer 1 atau nomer 2 ,gak bencana salah nomer nomer
-1,klang is so hambar tak tahu nak buat maksiat kat mana,klang is so hambar nak maksiat kat
-1,mereka kan anti mainstream mainstream club kaya ini disaat idol lain manis2 mereka aiguu gue geleng2 kepala aj ,anti mainstream mainstream club kaya saat idol manis aiguu gue geleng kepala aj
0,anak syndicate lagi ngomongin apa ya lupa trus gue nyeplos bilang 'one night stand' dengan muka santai dan mereka ,anak syndicate ngomongin ya lupa trus gue nyeplos bilang one night stand muka santai
1,allah adalah tuhan maha baik dia yang telah mempertemukanku dengan salah satu bidadarinya yaitu kamu jokowi2periode 2019tetapjokowi,allah tuhan maha temu salah bidadari jokowi periode tetapjokowi
0,jadi nama mereka lia bukan lumba2 ,nama lia lumba
0,iya juga sih mgkin yg jd masalah knp kita blum bisa beli lhd itu anggaranya lum ada min sepertinya ,iya sih mgkin yg jd knp blum beli lhd anggara lum min
1,kok kita samaan sih paakama2 kurang suka ac tp ya saya gak suka kayu putih si pak hehe jokowilagi ,sama sih paakama suka ac tp ya gak suka kayu putih si hehe jokowilagi
1,selamat hari batik nasional yuk ikutan kumparangiveaway spesial hari batik dan kamu bisa dapat pulsa rp 100 ,selamat batik nasional yuk ikut kumparangiveaway spesial batik pulsa rp
0,selamat hari batik nasional tadinya saya engga suka pake gamis batik tp sejak dpt yg ini hmmm jd suka pake gamis ,selamat batik nasional engga suka pake gamis batik tp dpt yg hmmm jd suka pake gamis
-1,harus diwaspadai juga nih mereka sampa ,waspada nih sampa
0,rpw halo rose ini saya jungkook gak keberatan kan kamu saya gangguin seminggu ,rpw halo rose jungkook gak berat gangguin minggu
1,kita disisihkan wkwkwk,sisih wkwkwk
0,sip kita maksi bareng aku di sini kamu di situ gapapa biar nanti bisa bikin rindu,sip maksi bareng situ gapapa biar bikin rindu
0,yg tengah apakah kamu guru yg kanan bukan saya murid cmiiw,yg guru yg kanan murid cmiiw
0,angan angan lebih menjadi bila itu hak kita dan hasil titik peluh sendiri mengharapkan yang bukan hak kita mmg tak boleh lah soib ,angan angan hak hasil titik peluh harap hak mmg soib
-1,kenapa kamu selalu mengatakan hal yang buruk kepada presidenensasi dan ocehanmu sudah di ketahui oleh masyarakat ,buruk presidenensasi oceh tahu masyarakat
-1,rlt kadang gw merasa paling miskin diantara mereka kadang gw kesal dan merasa paling sengsara hidupnya tapi ti ,rlt kadang gw miskin kadang gw kesal sengsara hidup ti
1,sbab allah masih sayangkan kitabab tu musibah diturunkan supaya kita sedar dan dekat kan diri dgn allah ,sbab allah sayang kitabab tu musibah turun dar dgn allah
0,nunggu kamu ,nunggu
1,wanita itu sangat indah satu senyuman mereka aja udah menjadi sebuah keajaiban onigiri air gear ,wanita indah senyum aja udah ajaib onigiri air gear
-1,ada dunia di sekelilingmu ada aku di sampingmu namun kamu mendamba rasa sendiri itu ,dunia keliling samping damba
0,102 5 janganlah begitu jika kamu mengetahui dengan pengetahuan yang yakin ,tahu
1,salah satu cara agar kita dapat menghargai orang lain adalah dengan membayangkan bagaimana hidup kita tanpa dirinya ,salah harga orang bayang hidup
-1,saat orang yg kamu cintai pergi hanya kehampaan yg kamu rasakan rika i hold you ,orang yg cinta pergi hampa yg rasa rika i hold you
1,aku bukanlah seseorang yang sempurna tapi aku akan berusaha menyempurnakan segala kekuranganmu dan bersama sama ,sempurna usaha sempurna kurang
-1,kadang kebaikan kita sering disalahartikan ,kadang baik disalahartikan
-1,bila kita suka dengan kesalahan saudara kita itu tanda penyakit hati dan hati yang berpenyakit takkan bisa menyembuhkan lain hati,suka salah saudara tanda sakit hati hati sakit tak sembuh hati
-1,giliran budayanya dicolong negara lain marah tapi sebagai yang punya budaya males untuk melestarikan jangan gitu ya kawula ,gilir budaya colong negara marah budaya males lestari gitu ya kawula
1,kehidupan kita ini begitu luas tak melulu urusan politik cobalah untk ber empati agar mahluk laen ,hidup luas melulu urus politik coba untk ber empati mahluk laen
0,krt sejauh ini sudah adainbejeong doyeon nayeoneulgiaerom jihyo dan momo yang memutuskan untuk bergabun ,krt adainbejeong doyeon nayeoneulgiaerom jihyo momo putus bergabun
0,untuk urusan ketahanan pangan kreativitas orang orang indonesia susah ditandingi ,urus tahan pangan kreativitas orang orang indonesia susah tanding
-1,aku udh pernh brntm masalah ini juga bbrpa buln yg lalu sma org yg sama tapi emg di sini yg suka kp ,udh pernh brntm bbrpa buln yg sma org yg emg yg suka kp
-1,jangan kecewakan orang lain hanya kerana kita pernah dikecewakan the point is buanglah sifat nk blas dendam tu klau ,kecewa orang rana kecewa the point is buang sifat nk blas dendam tu klau
-1,kita tidak bisa mencegah atau menghapus perasaan kita hanya bs mengendalikannya atau dikendalikan olehnya ,cegah hapus asa bs kendali kendali
-1,ada kabar ratnaarumpaet dipukuli kalo kabarnya benar ya kita turut menyayangkan kejadian tersebut semoga lekas ,kabar ratnaarumpaet pukul kalo kabar ya sayang jadi moga lekas
0,27 istilah dalam jual beli online yang kudu banget kamu tahu ,istilah jual beli online kudu banget
-1,antropolog amerika robert jay tahun 1953 turun ke jateng menggambarkan kekejaman pki mereka menggunakan kekuatan mereka ,antropolog amerika robert jay turun jateng gambar kejam pki kuat
0,apa kamu adalah aku ,
1,harapannya program pengurangan resiko bencana dapat dijalankan dengan mekanisme mudah dan muraheperti jika bisa masu ,harap program kurang resiko bencana jalan mekanisme mudah muraheperti masu
-1,temu butuh rindu rindu butuh waktu dan kamu ,temu butuh rindu rindu butuh
-1,ingin jujur bahwa aku cinta padamu tapi aku juga tidak mau kau merasa bersalah karena tidak sanggup berkata iya kita sud ,jujur cinta pada kau salah sanggup iya sud
1,kamu tau gak kalo nama kamu selalu aku selipkan disetiap doa2 aku utk kesehatan pekerjaan rejeki keluarga ah ,tau gak kalo nama selip tiap doa utk sehat kerja rejeki keluarga ah
-1,kekmana rasanya dicurhatin dua orang yg keduanya sebenernya harus menyelesaikan masalah mereka sendiri tapi dua2n ,kekmana dicurhatin orang yg sebenernya selesai n
-1,bapak walikota yang terhormat mana dirimu nampakkan wajahmu di hadapan masyarakat kota palu bahkan rumah kita saja be ,walikota hormat diri nampakkan wajah hadap masyarakat kota palu rumah be
-1,hidup cuma digunakan untuk mengumbar kebencian apa presiden ,hidup umbar benci presiden
